UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
2224,2023-07-23,金門縣,12-17歲,94.00,87.00,0.10,66.80,14.80,0.00,0.00,0.00
2225,2023-07-23,金門縣,18-29歲,96.20,94.10,0.30,84.70,12.00,0.00,0.00,0.00
2226,2023-07-23,金門縣,30-49歲,94.00,91.70,0.40,83.30,17.40,0.00,0.00,0.00
2227,2023-07-23,金門縣,50-64歲,90.70,88.60,0.50,79.90,21.70,0.00,0.00,0.00
2228,2023-07-23,金門縣,65-74歲,91.30,89.30,0.70,81.20,33.70,8.60,0.00,0.00
2229,2023-07-23,金門縣,75歲以上,81.10,76.70,0.70,65.50,28.70,6.00,0.00,0.00
2476,2023-07-16,金門縣,全區,90.50,87.20,0.60,76.10,18.80,0.00,0.00,0.00
2477,2023-07-16,金門縣,6個月-4歲,39.70,25.20,5.00,0.30,0.00,0.00,0.00,0.00
2478,2023-07-16,金門縣,5-11歲,83.60,66.60,0.60,19.90,0.20,0.00,0.00,0.00
2479,2023-07-16,金門縣,12-17歲,94.40,87.40,0.10,67.20,14.90,0.00,0.00,0.00
2480,2023-07-16,金門縣,18-29歲,95.80,93.70,0.30,84.40,12.00,0.00,0.00,0.00
2481,2023-07-16,金門縣,30-49歲,94.10,91.80,0.40,83.30,17.40,0.00,0.00,0.00
2482,2023-07-16,金門縣,50-64歲,90.80,88.70,0.50,80.00,21.70,0.00,0.00,0.00
2483,2023-07-16,金門縣,65-74歲,91.50,89.50,0.70,81.40,33.80,8.70,0.00,0.00
2484,2023-07-16,金門縣,75歲以上,81.20,76.70,0.70,65.60,28.70,6.00,0.00,0.00
2731,2023-07-09,金門縣,全區,90.50,87.20,0.60,76.10,18.80,0.00,0.00,0.00
2732,2023-07-09,金門縣,6個月-4歲,39.90,25.30,5.00,0.30,0.00,0.00,0.00,0.00
2733,2023-07-09,金門縣,5-11歲,83.60,66.60,0.60,19.90,0.20,0.00,0.00,0.00
2734,2023-07-09,金門縣,12-17歲,94.20,87.20,0.10,67.20,15.00,0.00,0.00,0.00
2735,2023-07-09,金門縣,18-29歲,96.00,93.80,0.30,84.50,11.90,0.00,0.00,0.00
2736,2023-07-09,金門縣,30-49歲,94.00,91.80,0.40,83.30,17.40,0.00,0.00,0.00
2737,2023-07-09,金門縣,50-64歲,90.80,88.70,0.50,80.10,21.70,0.00,0.00,0.00
2738,2023-07-09,金門縣,65-74歲,91.40,89.30,0.70,81.30,33.70,8.60,0.00,0.00
2739,2023-07-09,金門縣,75歲以上,81.20,76.70,0.70,65.50,28.70,5.90,0.00,0.00
2986,2023-07-02,金門縣,全區,90.50,87.20,0.60,76.10,18.80,0.00,0.00,0.00
2987,2023-07-02,金門縣,6個月-4歲,40.10,25.50,4.90,0.20,0.00,0.00,0.00,0.00
2988,2023-07-02,金門縣,5-11歲,83.60,66.70,0.60,20.00,0.20,0.00,0.00,0.00
2989,2023-07-02,金門縣,12-17歲,94.20,87.20,0.10,67.40,15.20,0.00,0.00,0.00
2990,2023-07-02,金門縣,18-29歲,96.10,94.00,0.30,84.60,11.90,0.00,0.00,0.00
2991,2023-07-02,金門縣,30-49歲,94.10,91.80,0.40,83.30,17.30,0.00,0.00,0.00
2992,2023-07-02,金門縣,50-64歲,90.80,88.70,0.50,80.00,21.70,0.00,0.00,0.00
2993,2023-07-02,金門縣,65-74歲,91.10,89.10,0.70,81.10,33.70,8.60,0.00,0.00
2994,2023-07-02,金門縣,75歲以上,81.10,76.60,0.70,65.50,28.60,5.90,0.00,0.00
3241,2023-06-25,金門縣,全區,90.50,87.20,0.60,76.10,18.80,0.00,0.00,0.00
3242,2023-06-25,金門縣,6個月-4歲,40.50,25.60,4.80,0.20,0.00,0.00,0.00,0.00
3243,2023-06-25,金門縣,5-11歲,83.60,66.80,0.60,19.90,0.20,0.00,0.00,0.00
3244,2023-06-25,金門縣,12-17歲,94.10,87.20,0.10,67.50,15.30,0.00,0.00,0.00
3245,2023-06-25,金門縣,18-29歲,96.20,94.10,0.30,84.70,12.00,0.00,0.00,0.00
3246,2023-06-25,金門縣,30-49歲,94.10,91.80,0.40,83.30,17.30,0.00,0.00,0.00
3247,2023-06-25,金門縣,50-64歲,90.80,88.60,0.50,80.00,21.70,0.00,0.00,0.00
3248,2023-06-25,金門縣,65-74歲,91.00,89.00,0.70,81.00,33.70,8.60,0.00,0.00
3249,2023-06-25,金門縣,75歲以上,81.10,76.50,0.70,65.30,28.60,5.90,0.00,0.00
3496,2023-06-18,金門縣,全區,90.50,87.20,0.60,76.10,18.80,0.00,0.00,0.00
3497,2023-06-18,金門縣,6個月-4歲,40.70,25.80,4.90,0.20,0.00,0.00,0.00,0.00
3498,2023-06-18,金門縣,5-11歲,83.60,66.80,0.50,19.90,0.20,0.00,0.00,0.00
3499,2023-06-18,金門縣,12-17歲,94.20,87.30,0.10,67.70,15.30,0.00,0.00,0.00
3500,2023-06-18,金門縣,18-29歲,96.40,94.30,0.30,84.90,11.90,0.00,0.00,0.00
3501,2023-06-18,金門縣,30-49歲,94.10,91.80,0.40,83.40,17.30,0.00,0.00,0.00
3502,2023-06-18,金門縣,50-64歲,90.70,88.60,0.50,79.90,21.70,0.00,0.00,0.00
3503,2023-06-18,金門縣,65-74歲,91.00,89.00,0.70,81.00,33.60,8.60,0.00,0.00
3504,2023-06-18,金門縣,75歲以上,80.90,76.40,0.70,65.20,28.50,5.90,0.00,0.00
3751,2023-06-10,金門縣,全區,90.70,87.30,0.60,76.20,18.80,0.00,0.00,0.00
3752,2023-06-10,金門縣,6個月-4歲,40.80,25.80,4.90,0.20,0.00,0.00,0.00,0.00
3753,2023-06-10,金門縣,5-11歲,84.10,67.20,0.50,20.00,0.20,0.00,0.00,0.00
3754,2023-06-10,金門縣,12-17歲,94.10,87.30,0.10,67.70,15.30,0.00,0.00,0.00
3755,2023-06-10,金門縣,18-29歲,96.40,94.30,0.30,84.80,11.90,0.00,0.00,0.00
3756,2023-06-10,金門縣,30-49歲,94.20,91.90,0.40,83.40,17.30,0.00,0.00,0.00
3757,2023-06-10,金門縣,50-64歲,90.90,88.70,0.50,80.10,21.70,0.00,0.00,0.00
3758,2023-06-10,金門縣,65-74歲,91.70,89.70,0.70,81.60,33.90,8.60,0.00,0.00
3759,2023-06-10,金門縣,75歲以上,81.10,76.50,0.70,65.30,28.60,5.90,0.00,0.00
4006,2023-06-03,金門縣,全區,90.70,87.30,0.60,76.20,18.80,0.00,0.00,0.00
4007,2023-06-03,金門縣,6個月-4歲,41.10,26.00,4.90,0.00,0.00,0.00,0.00,0.00
4008,2023-06-03,金門縣,5-11歲,84.20,67.20,0.50,20.00,0.20,0.00,0.00,0.00
4009,2023-06-03,金門縣,12-17歲,94.20,87.40,0.10,67.90,15.40,0.00,0.00,0.00
4010,2023-06-03,金門縣,18-29歲,96.50,94.40,0.30,84.90,11.80,0.00,0.00,0.00
4011,2023-06-03,金門縣,30-49歲,94.10,91.90,0.40,83.40,17.30,0.00,0.00,0.00
4012,2023-06-03,金門縣,50-64歲,90.90,88.70,0.50,80.00,21.70,0.00,0.00,0.00
4013,2023-06-03,金門縣,65-74歲,91.60,89.60,0.70,81.50,33.90,8.60,0.00,0.00
4014,2023-06-03,金門縣,75歲以上,81.00,76.40,0.70,65.20,28.50,5.90,0.00,0.00
4261,2023-05-27,金門縣,全區,90.70,87.30,0.60,76.20,18.70,0.00,0.00,0.00
4262,2023-05-27,金門縣,6個月-4歲,41.40,26.10,4.90,0.00,0.00,0.00,0.00,0.00
4263,2023-05-27,金門縣,5-11歲,84.40,67.30,0.50,20.10,0.20,0.00,0.00,0.00
4264,2023-05-27,金門縣,12-17歲,94.20,87.40,0.10,68.10,15.40,0.00,0.00,0.00
4265,2023-05-27,金門縣,18-29歲,96.50,94.40,0.30,84.90,11.80,0.00,0.00,0.00
4266,2023-05-27,金門縣,30-49歲,94.20,91.90,0.40,83.40,17.20,0.00,0.00,0.00
4267,2023-05-27,金門縣,50-64歲,90.90,88.70,0.50,80.10,21.70,0.00,0.00,0.00
4268,2023-05-27,金門縣,65-74歲,91.40,89.40,0.70,81.30,33.90,8.60,0.00,0.00
4269,2023-05-27,金門縣,75歲以上,80.90,76.40,0.70,65.10,28.40,5.80,0.00,0.00
4516,2023-04-30,金門縣,全區,90.80,87.40,0.60,76.30,18.70,0.00,0.00,0.00
4517,2023-04-30,金門縣,6個月-4歲,41.60,26.10,4.40,0.00,0.00,0.00,0.00,0.00
4518,2023-04-30,金門縣,5-11歲,85.00,67.90,0.40,20.30,0.20,0.00,0.00,0.00
4519,2023-04-30,金門縣,12-17歲,94.10,87.40,0.10,68.60,15.70,0.00,0.00,0.00
4520,2023-04-30,金門縣,18-29歲,96.70,94.60,0.30,85.00,11.80,0.00,0.00,0.00
4521,2023-04-30,金門縣,30-49歲,94.40,92.10,0.40,83.60,17.20,0.00,0.00,0.00
4522,2023-04-30,金門縣,50-64歲,91.00,88.80,0.50,80.10,21.70,0.00,0.00,0.00
4523,2023-04-30,金門縣,65-74歲,91.70,89.70,0.70,81.50,34.10,8.50,0.00,0.00
4524,2023-04-30,金門縣,75歲以上,80.80,76.20,0.70,65.00,28.30,5.80,0.00,0.00
4771,2023-04-24,金門縣,全區,90.80,87.40,0.60,76.30,18.60,0.00,0.00,0.00
4772,2023-04-24,金門縣,6個月-4歲,41.80,26.30,4.30,0.00,0.00,0.00,0.00,0.00
4773,2023-04-24,金門縣,5-11歲,85.00,67.80,0.40,20.30,0.20,0.00,0.00,0.00
4774,2023-04-24,金門縣,12-17歲,94.20,87.50,0.10,68.70,15.80,0.00,0.00,0.00
4775,2023-04-24,金門縣,18-29歲,96.70,94.60,0.30,85.00,11.70,0.00,0.00,0.00
4776,2023-04-24,金門縣,30-49歲,94.40,92.00,0.40,83.60,17.10,0.00,0.00,0.00
4777,2023-04-24,金門縣,50-64歲,91.00,88.80,0.50,80.10,21.60,0.00,0.00,0.00
4778,2023-04-24,金門縣,65-74歲,91.60,89.60,0.70,81.50,34.00,8.40,0.00,0.00
4779,2023-04-24,金門縣,75歲以上,80.80,76.30,0.70,65.00,28.30,5.70,0.00,0.00
5026,2023-04-17,金門縣,全區,90.80,87.40,0.60,76.30,18.60,0.00,0.00,0.00
5027,2023-04-17,金門縣,6個月-4歲,42.20,26.40,4.40,0.00,0.00,0.00,0.00,0.00
5028,2023-04-17,金門縣,5-11歲,85.10,67.90,0.30,20.30,0.10,0.00,0.00,0.00
5029,2023-04-17,金門縣,12-17歲,94.40,87.70,0.10,69.00,15.80,0.00,0.00,0.00
5030,2023-04-17,金門縣,18-29歲,96.70,94.60,0.30,85.00,11.60,0.00,0.00,0.00
5031,2023-04-17,金門縣,30-49歲,94.40,92.10,0.40,83.60,17.00,0.00,0.00,0.00
5032,2023-04-17,金門縣,50-64歲,90.90,88.80,0.50,80.00,21.50,0.00,0.00,0.00
5033,2023-04-17,金門縣,65-74歲,91.40,89.40,0.70,81.30,34.00,8.30,0.00,0.00
5034,2023-04-17,金門縣,75歲以上,80.80,76.20,0.70,64.90,28.20,5.60,0.00,0.00
5281,2023-04-10,金門縣,全區,90.80,87.40,0.60,76.20,18.50,0.00,0.00,0.00
5282,2023-04-10,金門縣,6個月-4歲,42.70,26.60,4.30,0.00,0.00,0.00,0.00,0.00
5283,2023-04-10,金門縣,5-11歲,85.10,67.80,0.30,20.30,0.10,0.00,0.00,0.00
5284,2023-04-10,金門縣,12-17歲,94.40,87.70,0.10,69.00,15.80,0.00,0.00,0.00
5285,2023-04-10,金門縣,18-29歲,96.70,94.60,0.30,85.00,11.60,0.00,0.00,0.00
5286,2023-04-10,金門縣,30-49歲,94.30,92.00,0.40,83.50,16.90,0.00,0.00,0.00
5287,2023-04-10,金門縣,50-64歲,91.00,88.80,0.50,80.10,21.50,0.00,0.00,0.00
5288,2023-04-10,金門縣,65-74歲,91.10,89.10,0.70,81.10,33.80,8.30,0.00,0.00
5289,2023-04-10,金門縣,75歲以上,80.80,76.20,0.70,64.90,28.20,5.60,0.00,0.00
5536,2023-04-05,金門縣,全區,91.10,87.70,0.60,76.50,18.50,0.00,0.00,0.00
5537,2023-04-05,金門縣,6個月-4歲,42.30,26.40,4.20,0.00,0.00,0.00,0.00,0.00
5538,2023-04-05,金門縣,5-11歲,84.00,66.90,0.30,20.10,0.10,0.00,0.00,0.00
5539,2023-04-05,金門縣,12-17歲,94.30,87.60,0.10,69.10,15.80,0.00,0.00,0.00
5540,2023-04-05,金門縣,18-29歲,96.50,94.40,0.30,84.80,11.50,0.00,0.00,0.00
5541,2023-04-05,金門縣,30-49歲,94.50,92.20,0.40,83.70,16.90,0.00,0.00,0.00
5542,2023-04-05,金門縣,50-64歲,91.80,89.60,0.50,80.80,21.70,0.00,0.00,0.00
5543,2023-04-05,金門縣,65-74歲,92.50,90.50,0.70,82.30,34.40,8.30,0.00,0.00
5544,2023-04-05,金門縣,75歲以上,80.80,76.10,0.70,64.80,28.10,5.50,0.00,0.00
5791,2023-03-27,金門縣,全區,91.10,87.60,0.60,76.40,18.40,0.00,0.00,0.00
5792,2023-03-27,金門縣,6個月-4歲,42.50,26.40,4.10,0.00,0.00,0.00,0.00,0.00
5793,2023-03-27,金門縣,5-11歲,84.10,66.90,0.30,20.10,0.10,0.00,0.00,0.00
5794,2023-03-27,金門縣,12-17歲,94.40,87.70,0.10,68.00,14.30,0.00,0.00,0.00
5795,2023-03-27,金門縣,18-29歲,96.60,94.50,0.30,84.90,11.40,0.00,0.00,0.00
5796,2023-03-27,金門縣,30-49歲,94.50,92.20,0.40,83.60,16.80,0.00,0.00,0.00
5797,2023-03-27,金門縣,50-64歲,91.80,89.60,0.50,80.80,21.60,0.00,0.00,0.00
5798,2023-03-27,金門縣,65-74歲,92.20,90.20,0.70,82.10,34.30,8.20,0.00,0.00
5799,2023-03-27,金門縣,75歲以上,80.70,76.10,0.70,64.70,28.00,5.40,0.00,0.00
6046,2023-03-20,金門縣,全區,90.80,87.40,0.60,76.20,18.50,0.00,0.00,0.00
6047,2023-03-20,金門縣,6個月-4歲,42.70,26.60,4.30,0.00,0.00,0.00,0.00,0.00
6048,2023-03-20,金門縣,5-11歲,85.10,67.80,0.30,20.30,0.10,0.00,0.00,0.00
6049,2023-03-20,金門縣,12-17歲,94.40,87.70,0.10,69.00,15.80,0.00,0.00,0.00
6050,2023-03-20,金門縣,18-29歲,96.70,94.60,0.30,85.00,11.60,0.00,0.00,0.00
6051,2023-03-20,金門縣,30-49歲,94.30,92.00,0.40,83.50,16.90,0.00,0.00,0.00
6052,2023-03-20,金門縣,50-64歲,91.00,88.80,0.50,80.10,21.50,0.00,0.00,0.00
6053,2023-03-20,金門縣,65-74歲,91.10,89.10,0.70,81.10,33.80,8.30,0.00,0.00
6054,2023-03-20,金門縣,75歲以上,80.80,76.20,0.70,64.90,28.20,5.60,0.00,0.00
6301,2023-03-13,金門縣,全區,91.10,87.60,0.50,75.90,17.80,0.00,0.00,0.00
6302,2023-03-13,金門縣,6個月-4歲,43.00,26.70,3.90,0.00,0.00,0.00,0.00,0.00
6303,2023-03-13,金門縣,5-11歲,84.60,67.10,0.20,10.60,0.00,0.00,0.00,0.00
6304,2023-03-13,金門縣,12-17歲,94.50,87.70,0.10,66.50,5.40,0.00,0.00,0.00
6305,2023-03-13,金門縣,18-29歲,96.70,94.60,0.30,84.80,10.80,0.00,0.00,0.00
6306,2023-03-13,金門縣,30-49歲,94.50,92.10,0.40,83.50,16.50,0.00,0.00,0.00
6307,2023-03-13,金門縣,50-64歲,91.70,89.50,0.50,80.70,21.40,0.00,0.00,0.00
6308,2023-03-13,金門縣,65-74歲,91.90,89.90,0.70,81.70,34.00,7.80,0.00,0.00
6309,2023-03-13,金門縣,75歲以上,80.70,76.00,0.70,64.70,27.90,5.20,0.00,0.00
6556,2023-03-06,金門縣,全區,91.10,87.60,0.50,75.70,17.60,0.00,0.00,0.00
6557,2023-03-06,金門縣,6個月-4歲,43.00,26.40,3.70,0.00,0.00,0.00,0.00,0.00
6558,2023-03-06,金門縣,5-11歲,84.80,67.20,0.20,7.60,0.00,0.00,0.00,0.00
6559,2023-03-06,金門縣,12-17歲,94.70,87.90,0.10,65.70,3.30,0.00,0.00,0.00
6560,2023-03-06,金門縣,18-29歲,96.80,94.70,0.30,84.90,10.70,0.00,0.00,0.00
6561,2023-03-06,金門縣,30-49歲,94.40,92.10,0.40,83.50,16.20,0.00,0.00,0.00
6562,2023-03-06,金門縣,50-64歲,91.60,89.50,0.50,80.60,21.20,0.00,0.00,0.00
6563,2023-03-06,金門縣,65-74歲,91.80,89.80,0.70,81.70,33.80,7.50,0.00,0.00
6564,2023-03-06,金門縣,75歲以上,80.60,75.90,0.70,64.50,27.70,4.90,0.00,0.00
6811,2023-02-28,金門縣,全區,91.00,87.50,0.50,75.60,17.50,0.00,0.00,0.00
6812,2023-02-28,金門縣,6個月-4歲,43.10,26.20,3.50,0.00,0.00,0.00,0.00,0.00
6813,2023-02-28,金門縣,5-11歲,84.90,67.00,0.20,6.20,0.00,0.00,0.00,0.00
6814,2023-02-28,金門縣,12-17歲,94.90,88.10,0.10,65.80,3.30,0.00,0.00,0.00
6815,2023-02-28,金門縣,18-29歲,96.70,94.60,0.30,84.80,10.60,0.00,0.00,0.00
6816,2023-02-28,金門縣,30-49歲,94.40,92.10,0.40,83.50,16.10,0.00,0.00,0.00
6817,2023-02-28,金門縣,50-64歲,91.60,89.40,0.50,80.60,21.10,0.00,0.00,0.00
6818,2023-02-28,金門縣,65-74歲,91.70,89.60,0.70,81.60,33.70,7.30,0.00,0.00
6819,2023-02-28,金門縣,75歲以上,80.50,75.80,0.70,64.40,27.60,4.80,0.00,0.00
7066,2023-02-20,金門縣,全區,91.00,87.50,0.50,75.50,17.30,0.00,0.00,0.00
7067,2023-02-20,金門縣,6個月-4歲,43.30,26.10,3.30,0.00,0.00,0.00,0.00,0.00
7068,2023-02-20,金門縣,5-11歲,85.10,66.80,0.10,6.00,0.00,0.00,0.00,0.00
7069,2023-02-20,金門縣,12-17歲,95.00,88.00,0.10,65.90,3.30,0.00,0.00,0.00
7070,2023-02-20,金門縣,18-29歲,96.80,94.70,0.30,84.80,10.40,0.00,0.00,0.00
7071,2023-02-20,金門縣,30-49歲,94.50,92.20,0.40,83.50,15.80,0.00,0.00,0.00
7072,2023-02-20,金門縣,50-64歲,91.60,89.40,0.50,80.50,21.00,0.00,0.00,0.00
7073,2023-02-20,金門縣,65-74歲,91.50,89.50,0.70,81.40,33.60,7.10,0.00,0.00
7074,2023-02-20,金門縣,75歲以上,80.40,75.70,0.70,64.30,27.50,4.60,0.00,0.00
7321,2023-02-13,金門縣,全區,91.00,87.40,0.50,75.50,17.10,0.00,0.00,0.00
7322,2023-02-13,金門縣,6個月-4歲,43.30,25.60,3.10,0.00,0.00,0.00,0.00,0.00
7323,2023-02-13,金門縣,5-11歲,85.40,66.90,0.10,5.90,0.00,0.00,0.00,0.00
7324,2023-02-13,金門縣,12-17歲,95.30,88.40,0.10,66.40,3.30,0.00,0.00,0.00
7325,2023-02-13,金門縣,18-29歲,96.80,94.70,0.30,84.70,10.20,0.00,0.00,0.00
7326,2023-02-13,金門縣,30-49歲,94.40,92.10,0.40,83.40,15.50,0.00,0.00,0.00
7327,2023-02-13,金門縣,50-64歲,91.40,89.30,0.50,80.40,20.80,0.00,0.00,0.00
7328,2023-02-13,金門縣,65-74歲,91.40,89.40,0.70,81.30,33.40,6.90,0.00,0.00
7329,2023-02-13,金門縣,75歲以上,80.30,75.60,0.70,64.20,27.30,4.50,0.00,0.00
