UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
596,2023-09-03,屏東縣,18-29歲,96.50,92.60,0.60,80.00,15.20,0.00,0.00,0.00
597,2023-09-03,屏東縣,30-49歲,93.50,89.60,0.80,79.60,20.70,0.00,0.00,0.00
598,2023-09-03,屏東縣,50-64歲,90.10,87.00,0.90,79.00,31.80,0.00,0.00,0.00
599,2023-09-03,屏東縣,65-74歲,90.60,88.00,1.10,82.00,53.20,15.30,0.00,0.00
600,2023-09-03,屏東縣,75歲以上,82.80,78.70,1.00,71.30,48.90,15.50,0.00,0.00
847,2023-08-27,屏東縣,全區,90.20,85.70,0.90,74.30,27.80,0.00,0.00,0.00
848,2023-08-27,屏東縣,6個月-4歲,44.00,27.10,3.60,0.50,0.00,0.00,0.00,0.00
849,2023-08-27,屏東縣,5-11歲,87.00,71.70,0.40,34.90,7.70,0.00,0.00,0.00
850,2023-08-27,屏東縣,12-17歲,95.70,89.80,0.40,72.70,30.90,0.00,0.00,0.00
851,2023-08-27,屏東縣,18-29歲,96.60,92.70,0.60,80.00,15.20,0.00,0.00,0.00
852,2023-08-27,屏東縣,30-49歲,93.50,89.60,0.80,79.60,20.70,0.00,0.00,0.00
853,2023-08-27,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.90,0.00,0.00,0.00
854,2023-08-27,屏東縣,65-74歲,90.50,88.00,1.10,82.00,53.20,15.30,0.00,0.00
855,2023-08-27,屏東縣,75歲以上,82.70,78.60,1.00,71.20,48.80,15.50,0.00,0.00
1102,2023-08-20,屏東縣,全區,90.20,85.70,0.90,74.30,27.80,0.00,0.00,0.00
1103,2023-08-20,屏東縣,6個月-4歲,44.10,27.20,3.60,0.50,0.00,0.00,0.00,0.00
1104,2023-08-20,屏東縣,5-11歲,87.10,71.80,0.40,35.00,7.70,0.00,0.00,0.00
1105,2023-08-20,屏東縣,12-17歲,95.70,89.80,0.40,72.70,30.90,0.00,0.00,0.00
1106,2023-08-20,屏東縣,18-29歲,96.30,92.50,0.60,79.90,15.10,0.00,0.00,0.00
1107,2023-08-20,屏東縣,30-49歲,93.50,89.60,0.80,79.60,20.70,0.00,0.00,0.00
1108,2023-08-20,屏東縣,50-64歲,90.10,87.00,0.90,79.00,31.80,0.00,0.00,0.00
1109,2023-08-20,屏東縣,65-74歲,90.70,88.20,1.10,82.20,53.30,15.30,0.00,0.00
1110,2023-08-20,屏東縣,75歲以上,82.60,78.50,1.00,71.10,48.70,15.50,0.00,0.00
1357,2023-08-13,屏東縣,全區,90.20,85.70,0.90,74.30,27.80,0.00,0.00,0.00
1358,2023-08-13,屏東縣,6個月-4歲,44.30,27.20,3.60,0.50,0.00,0.00,0.00,0.00
1359,2023-08-13,屏東縣,5-11歲,87.30,71.90,0.40,35.10,7.70,0.00,0.00,0.00
1360,2023-08-13,屏東縣,12-17歲,95.70,89.90,0.40,72.80,31.00,0.00,0.00,0.00
1361,2023-08-13,屏東縣,18-29歲,96.40,92.60,0.60,79.90,15.10,0.00,0.00,0.00
1362,2023-08-13,屏東縣,30-49歲,93.50,89.60,0.80,79.60,20.70,0.00,0.00,0.00
1363,2023-08-13,屏東縣,50-64歲,90.10,87.00,0.90,79.00,31.90,0.00,0.00,0.00
1364,2023-08-13,屏東縣,65-74歲,90.70,88.10,1.10,82.10,53.30,15.30,0.00,0.00
1365,2023-08-13,屏東縣,75歲以上,82.60,78.50,1.00,71.00,48.70,15.40,0.00,0.00
1612,2023-08-06,屏東縣,全區,90.30,85.70,0.90,74.30,27.80,0.00,0.00,0.00
1613,2023-08-06,屏東縣,6個月-4歲,44.60,27.40,3.60,0.50,0.00,0.00,0.00,0.00
1614,2023-08-06,屏東縣,5-11歲,87.30,72.00,0.40,35.20,7.80,0.00,0.00,0.00
1615,2023-08-06,屏東縣,12-17歲,95.90,90.10,0.40,73.00,31.10,0.00,0.00,0.00
1616,2023-08-06,屏東縣,18-29歲,96.50,92.60,0.60,80.00,15.10,0.00,0.00,0.00
1617,2023-08-06,屏東縣,30-49歲,93.60,89.60,0.80,79.70,20.70,0.00,0.00,0.00
1618,2023-08-06,屏東縣,50-64歲,90.10,87.00,0.90,79.00,31.90,0.00,0.00,0.00
1619,2023-08-06,屏東縣,65-74歲,90.60,88.00,1.10,82.00,53.30,15.30,0.00,0.00
1620,2023-08-06,屏東縣,75歲以上,82.60,78.50,1.00,71.00,48.60,15.40,0.00,0.00
1867,2023-07-30,屏東縣,全區,90.30,85.70,0.90,74.40,27.80,0.00,0.00,0.00
1868,2023-07-30,屏東縣,6個月-4歲,44.80,27.50,3.60,0.50,0.00,0.00,0.00,0.00
1869,2023-07-30,屏東縣,5-11歲,87.40,72.10,0.40,35.30,7.80,0.00,0.00,0.00
1870,2023-07-30,屏東縣,12-17歲,96.00,90.10,0.40,73.10,31.20,0.00,0.00,0.00
1871,2023-07-30,屏東縣,18-29歲,96.60,92.70,0.60,80.10,15.10,0.00,0.00,0.00
1872,2023-07-30,屏東縣,30-49歲,93.60,89.60,0.80,79.70,20.70,0.00,0.00,0.00
1873,2023-07-30,屏東縣,50-64歲,90.20,87.10,0.90,79.10,31.90,0.00,0.00,0.00
1874,2023-07-30,屏東縣,65-74歲,90.50,87.90,1.10,81.90,53.20,15.30,0.00,0.00
1875,2023-07-30,屏東縣,75歲以上,82.50,78.40,1.00,70.90,48.60,15.40,0.00,0.00
2122,2023-07-23,屏東縣,全區,90.30,85.70,0.90,74.40,27.80,0.00,0.00,0.00
2123,2023-07-23,屏東縣,6個月-4歲,45.10,27.70,3.60,0.50,0.00,0.00,0.00,0.00
2124,2023-07-23,屏東縣,5-11歲,87.40,72.20,0.40,35.40,7.80,0.00,0.00,0.00
2125,2023-07-23,屏東縣,12-17歲,96.10,90.30,0.40,73.30,31.30,0.00,0.00,0.00
2126,2023-07-23,屏東縣,18-29歲,96.70,92.80,0.60,80.10,15.10,0.00,0.00,0.00
2127,2023-07-23,屏東縣,30-49歲,93.60,89.60,0.80,79.70,20.70,0.00,0.00,0.00
2128,2023-07-23,屏東縣,50-64歲,90.20,87.10,0.90,79.10,31.90,0.00,0.00,0.00
2129,2023-07-23,屏東縣,65-74歲,90.40,87.80,1.10,81.80,53.20,15.30,0.00,0.00
2130,2023-07-23,屏東縣,75歲以上,82.50,78.40,1.00,70.90,48.50,15.40,0.00,0.00
2377,2023-07-16,屏東縣,全區,90.30,85.70,0.90,74.40,27.80,0.00,0.00,0.00
2378,2023-07-16,屏東縣,6個月-4歲,45.30,27.80,3.60,0.50,0.00,0.00,0.00,0.00
2379,2023-07-16,屏東縣,5-11歲,87.70,72.50,0.30,35.60,7.90,0.00,0.00,0.00
2380,2023-07-16,屏東縣,12-17歲,96.00,90.20,0.40,73.30,31.40,0.00,0.00,0.00
2381,2023-07-16,屏東縣,18-29歲,96.40,92.50,0.60,79.90,15.00,0.00,0.00,0.00
2382,2023-07-16,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.70,0.00,0.00,0.00
2383,2023-07-16,屏東縣,50-64歲,90.10,87.10,0.90,79.00,31.90,0.00,0.00,0.00
2384,2023-07-16,屏東縣,65-74歲,90.60,88.00,1.10,82.00,53.40,15.30,0.00,0.00
2385,2023-07-16,屏東縣,75歲以上,82.50,78.40,1.00,70.90,48.40,15.40,0.00,0.00
2632,2023-07-09,屏東縣,全區,90.30,85.70,0.90,74.40,27.80,0.00,0.00,0.00
2633,2023-07-09,屏東縣,6個月-4歲,45.40,27.80,3.60,0.40,0.00,0.00,0.00,0.00
2634,2023-07-09,屏東縣,5-11歲,87.90,72.70,0.30,35.70,7.90,0.00,0.00,0.00
2635,2023-07-09,屏東縣,12-17歲,96.00,90.20,0.50,73.40,31.40,0.00,0.00,0.00
2636,2023-07-09,屏東縣,18-29歲,96.50,92.60,0.60,80.00,15.00,0.00,0.00,0.00
2637,2023-07-09,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.70,0.00,0.00,0.00
2638,2023-07-09,屏東縣,50-64歲,90.20,87.10,0.90,79.10,31.90,0.00,0.00,0.00
2639,2023-07-09,屏東縣,65-74歲,90.50,88.00,1.10,82.00,53.40,15.30,0.00,0.00
2640,2023-07-09,屏東縣,75歲以上,82.40,78.30,1.00,70.80,48.40,15.30,0.00,0.00
2887,2023-07-02,屏東縣,全區,90.40,85.80,0.90,74.40,27.80,0.00,0.00,0.00
2888,2023-07-02,屏東縣,6個月-4歲,45.60,27.90,3.50,0.40,0.00,0.00,0.00,0.00
2889,2023-07-02,屏東縣,5-11歲,88.00,72.80,0.30,35.80,7.90,0.00,0.00,0.00
2890,2023-07-02,屏東縣,12-17歲,96.20,90.40,0.50,73.60,31.60,0.00,0.00,0.00
2891,2023-07-02,屏東縣,18-29歲,96.60,92.70,0.60,80.10,15.00,0.00,0.00,0.00
2892,2023-07-02,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.70,0.00,0.00,0.00
2893,2023-07-02,屏東縣,50-64歲,90.20,87.10,0.90,79.10,31.90,0.00,0.00,0.00
2894,2023-07-02,屏東縣,65-74歲,90.50,87.90,1.10,81.90,53.30,15.30,0.00,0.00
2895,2023-07-02,屏東縣,75歲以上,82.50,78.30,1.00,70.80,48.40,15.30,0.00,0.00
3142,2023-06-25,屏東縣,全區,90.40,85.80,0.90,74.40,27.80,0.00,0.00,0.00
3143,2023-06-25,屏東縣,6個月-4歲,45.90,28.00,3.50,0.40,0.00,0.00,0.00,0.00
3144,2023-06-25,屏東縣,5-11歲,88.00,72.90,0.30,35.90,7.90,0.00,0.00,0.00
3145,2023-06-25,屏東縣,12-17歲,96.20,90.50,0.50,73.70,31.60,0.00,0.00,0.00
3146,2023-06-25,屏東縣,18-29歲,96.60,92.80,0.60,80.10,15.00,0.00,0.00,0.00
3147,2023-06-25,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.70,0.00,0.00,0.00
3148,2023-06-25,屏東縣,50-64歲,90.20,87.10,0.90,79.10,31.90,0.00,0.00,0.00
3149,2023-06-25,屏東縣,65-74歲,90.40,87.80,1.10,81.80,53.30,15.30,0.00,0.00
3150,2023-06-25,屏東縣,75歲以上,82.40,78.30,1.00,70.80,48.30,15.30,0.00,0.00
3397,2023-06-18,屏東縣,全區,90.40,85.80,0.90,74.40,27.80,0.00,0.00,0.00
3398,2023-06-18,屏東縣,6個月-4歲,46.10,28.10,3.50,0.30,0.00,0.00,0.00,0.00
3399,2023-06-18,屏東縣,5-11歲,88.00,72.90,0.30,36.00,7.90,0.00,0.00,0.00
3400,2023-06-18,屏東縣,12-17歲,96.30,90.60,0.50,73.80,31.70,0.00,0.00,0.00
3401,2023-06-18,屏東縣,18-29歲,96.70,92.80,0.60,80.20,15.00,0.00,0.00,0.00
3402,2023-06-18,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.70,0.00,0.00,0.00
3403,2023-06-18,屏東縣,50-64歲,90.20,87.10,0.90,79.10,31.90,0.00,0.00,0.00
3404,2023-06-18,屏東縣,65-74歲,90.30,87.80,1.10,81.80,53.30,15.30,0.00,0.00
3405,2023-06-18,屏東縣,75歲以上,82.30,78.20,1.00,70.60,48.20,15.20,0.00,0.00
3652,2023-06-10,屏東縣,全區,90.40,85.80,0.90,74.40,27.80,0.00,0.00,0.00
3653,2023-06-10,屏東縣,6個月-4歲,46.20,28.10,3.50,0.20,0.00,0.00,0.00,0.00
3654,2023-06-10,屏東縣,5-11歲,88.20,73.20,0.30,36.10,8.00,0.00,0.00,0.00
3655,2023-06-10,屏東縣,12-17歲,96.00,90.20,0.50,73.60,31.70,0.00,0.00,0.00
3656,2023-06-10,屏東縣,18-29歲,96.50,92.60,0.60,80.00,14.90,0.00,0.00,0.00
3657,2023-06-10,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.70,0.00,0.00,0.00
3658,2023-06-10,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.90,0.00,0.00,0.00
3659,2023-06-10,屏東縣,65-74歲,90.40,87.90,1.10,81.80,53.30,15.20,0.00,0.00
3660,2023-06-10,屏東縣,75歲以上,82.40,78.30,1.00,70.70,48.30,15.20,0.00,0.00
3907,2023-06-03,屏東縣,全區,90.40,85.80,0.90,74.40,27.80,0.00,0.00,0.00
3908,2023-06-03,屏東縣,6個月-4歲,46.40,28.10,3.40,0.00,0.00,0.00,0.00,0.00
3909,2023-06-03,屏東縣,5-11歲,88.30,73.20,0.30,36.10,8.00,0.00,0.00,0.00
3910,2023-06-03,屏東縣,12-17歲,96.00,90.30,0.50,73.70,31.70,0.00,0.00,0.00
3911,2023-06-03,屏東縣,18-29歲,96.60,92.70,0.60,80.10,14.90,0.00,0.00,0.00
3912,2023-06-03,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.70,0.00,0.00,0.00
3913,2023-06-03,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.90,0.00,0.00,0.00
3914,2023-06-03,屏東縣,65-74歲,90.40,87.80,1.10,81.80,53.30,15.20,0.00,0.00
3915,2023-06-03,屏東縣,75歲以上,82.40,78.20,1.00,70.70,48.20,15.10,0.00,0.00
4162,2023-05-27,屏東縣,全區,90.40,85.80,0.90,74.40,27.80,0.00,0.00,0.00
4163,2023-05-27,屏東縣,6個月-4歲,46.40,28.10,3.30,0.00,0.00,0.00,0.00,0.00
4164,2023-05-27,屏東縣,5-11歲,88.40,73.30,0.30,36.20,8.00,0.00,0.00,0.00
4165,2023-05-27,屏東縣,12-17歲,96.20,90.40,0.50,73.90,31.80,0.00,0.00,0.00
4166,2023-05-27,屏東縣,18-29歲,96.70,92.80,0.60,80.10,14.80,0.00,0.00,0.00
4167,2023-05-27,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.60,0.00,0.00,0.00
4168,2023-05-27,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.90,0.00,0.00,0.00
4169,2023-05-27,屏東縣,65-74歲,90.30,87.80,1.10,81.70,53.30,15.10,0.00,0.00
4170,2023-05-27,屏東縣,75歲以上,82.40,78.20,1.00,70.60,48.10,15.10,0.00,0.00
4417,2023-04-30,屏東縣,全區,90.40,85.80,0.90,74.40,27.70,0.00,0.00,0.00
4418,2023-04-30,屏東縣,6個月-4歲,47.20,28.20,3.00,0.00,0.00,0.00,0.00,0.00
4419,2023-04-30,屏東縣,5-11歲,88.50,73.50,0.20,36.50,8.10,0.00,0.00,0.00
4420,2023-04-30,屏東縣,12-17歲,96.10,90.50,0.50,74.10,31.90,0.00,0.00,0.00
4421,2023-04-30,屏東縣,18-29歲,96.70,92.80,0.60,80.10,14.70,0.00,0.00,0.00
4422,2023-04-30,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.50,0.00,0.00,0.00
4423,2023-04-30,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.90,0.00,0.00,0.00
4424,2023-04-30,屏東縣,65-74歲,90.40,87.80,1.10,81.80,53.40,15.00,0.00,0.00
4425,2023-04-30,屏東縣,75歲以上,82.30,78.10,1.00,70.40,47.90,14.80,0.00,0.00
4672,2023-04-24,屏東縣,全區,90.40,85.80,0.90,74.40,27.50,0.00,0.00,0.00
4673,2023-04-24,屏東縣,6個月-4歲,47.30,28.10,2.90,0.00,0.00,0.00,0.00,0.00
4674,2023-04-24,屏東縣,5-11歲,88.50,73.50,0.20,36.60,8.00,0.00,0.00,0.00
4675,2023-04-24,屏東縣,12-17歲,96.30,90.60,0.50,74.10,31.90,0.00,0.00,0.00
4676,2023-04-24,屏東縣,18-29歲,96.70,92.80,0.60,80.10,14.60,0.00,0.00,0.00
4677,2023-04-24,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.40,0.00,0.00,0.00
4678,2023-04-24,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.80,0.00,0.00,0.00
4679,2023-04-24,屏東縣,65-74歲,90.30,87.80,1.10,81.80,53.10,14.70,0.00,0.00
4680,2023-04-24,屏東縣,75歲以上,82.20,78.00,1.00,70.30,47.00,14.50,0.00,0.00
4927,2023-04-17,屏東縣,全區,90.40,85.80,0.90,74.40,27.50,0.00,0.00,0.00
4928,2023-04-17,屏東縣,6個月-4歲,47.50,28.10,2.80,0.00,0.00,0.00,0.00,0.00
4929,2023-04-17,屏東縣,5-11歲,88.70,73.70,0.20,36.70,8.10,0.00,0.00,0.00
4930,2023-04-17,屏東縣,12-17歲,96.30,90.60,0.50,74.20,32.00,0.00,0.00,0.00
4931,2023-04-17,屏東縣,18-29歲,96.80,92.90,0.60,80.20,14.50,0.00,0.00,0.00
4932,2023-04-17,屏東縣,30-49歲,93.60,89.70,0.80,79.70,20.30,0.00,0.00,0.00
4933,2023-04-17,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.80,0.00,0.00,0.00
4934,2023-04-17,屏東縣,65-74歲,90.30,87.70,1.10,81.70,53.00,14.50,0.00,0.00
4935,2023-04-17,屏東縣,75歲以上,82.20,78.00,1.00,70.20,46.80,14.30,0.00,0.00
5182,2023-04-10,屏東縣,全區,90.50,85.80,0.80,74.40,27.30,0.00,0.00,0.00
5183,2023-04-10,屏東縣,6個月-4歲,47.50,27.90,2.70,0.00,0.00,0.00,0.00,0.00
5184,2023-04-10,屏東縣,5-11歲,88.70,73.70,0.20,36.60,8.10,0.00,0.00,0.00
5185,2023-04-10,屏東縣,12-17歲,96.40,90.70,0.50,74.40,31.90,0.00,0.00,0.00
5186,2023-04-10,屏東縣,18-29歲,96.90,93.00,0.60,80.20,14.40,0.00,0.00,0.00
5187,2023-04-10,屏東縣,30-49歲,93.60,89.70,0.80,79.60,20.20,0.00,0.00,0.00
5188,2023-04-10,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.70,0.00,0.00,0.00
5189,2023-04-10,屏東縣,65-74歲,90.30,87.70,1.10,81.60,52.60,14.10,0.00,0.00
5190,2023-04-10,屏東縣,75歲以上,82.20,78.00,1.00,70.20,46.20,13.70,0.00,0.00
5437,2023-04-05,屏東縣,全區,90.40,85.70,0.80,74.30,27.20,0.00,0.00,0.00
5438,2023-04-05,屏東縣,6個月-4歲,47.60,27.90,2.60,0.00,0.00,0.00,0.00,0.00
5439,2023-04-05,屏東縣,5-11歲,89.00,73.90,0.20,36.80,8.10,0.00,0.00,0.00
5440,2023-04-05,屏東縣,12-17歲,95.40,89.80,0.50,73.60,31.60,0.00,0.00,0.00
5441,2023-04-05,屏東縣,18-29歲,96.50,92.50,0.60,79.80,14.20,0.00,0.00,0.00
5442,2023-04-05,屏東縣,30-49歲,93.50,89.50,0.80,79.50,20.10,0.00,0.00,0.00
5443,2023-04-05,屏東縣,50-64歲,90.20,87.20,0.90,79.10,31.60,0.00,0.00,0.00
5444,2023-04-05,屏東縣,65-74歲,90.20,87.70,1.10,81.60,52.50,14.00,0.00,0.00
5445,2023-04-05,屏東縣,75歲以上,82.40,78.20,1.00,70.30,46.20,13.50,0.00,0.00
5692,2023-03-27,屏東縣,全區,90.40,85.70,0.80,74.20,26.80,0.00,0.00,0.00
5693,2023-03-27,屏東縣,6個月-4歲,47.70,27.70,2.50,0.00,0.00,0.00,0.00,0.00
5694,2023-03-27,屏東縣,5-11歲,89.10,73.90,0.20,36.40,7.80,0.00,0.00,0.00
5695,2023-03-27,屏東縣,12-17歲,95.50,89.90,0.50,73.60,31.60,0.00,0.00,0.00
5696,2023-03-27,屏東縣,18-29歲,96.50,92.60,0.60,79.80,14.10,0.00,0.00,0.00
5697,2023-03-27,屏東縣,30-49歲,93.50,89.50,0.80,79.50,19.90,0.00,0.00,0.00
5698,2023-03-27,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.00,0.00,0.00,0.00
5699,2023-03-27,屏東縣,65-74歲,90.20,87.60,1.10,81.50,52.00,13.50,0.00,0.00
5700,2023-03-27,屏東縣,75歲以上,82.30,78.00,1.00,70.10,45.60,13.00,0.00,0.00
5947,2023-03-20,屏東縣,全區,90.50,85.80,0.80,74.40,27.30,0.00,0.00,0.00
5948,2023-03-20,屏東縣,6個月-4歲,47.50,27.90,2.70,0.00,0.00,0.00,0.00,0.00
5949,2023-03-20,屏東縣,5-11歲,88.70,73.70,0.20,36.60,8.10,0.00,0.00,0.00
5950,2023-03-20,屏東縣,12-17歲,96.40,90.70,0.50,74.40,31.90,0.00,0.00,0.00
5951,2023-03-20,屏東縣,18-29歲,96.90,93.00,0.60,80.20,14.40,0.00,0.00,0.00
5952,2023-03-20,屏東縣,30-49歲,93.60,89.70,0.80,79.60,20.20,0.00,0.00,0.00
5953,2023-03-20,屏東縣,50-64歲,90.20,87.10,0.90,79.00,31.70,0.00,0.00,0.00
5954,2023-03-20,屏東縣,65-74歲,90.30,87.70,1.10,81.60,52.60,14.10,0.00,0.00
5955,2023-03-20,屏東縣,75歲以上,82.20,78.00,1.00,70.20,46.20,13.70,0.00,0.00
6202,2023-03-13,屏東縣,全區,90.40,85.70,0.80,73.60,25.30,0.00,0.00,0.00
6203,2023-03-13,屏東縣,6個月-4歲,47.60,27.20,2.30,0.00,0.00,0.00,0.00,0.00
6204,2023-03-13,屏東縣,5-11歲,89.10,73.50,0.20,27.80,0.70,0.00,0.00,0.00
6205,2023-03-13,屏東縣,12-17歲,95.80,90.10,0.60,70.90,23.80,0.00,0.00,0.00
6206,2023-03-13,屏東縣,18-29歲,96.70,92.70,0.60,79.90,13.60,0.00,0.00,0.00
6207,2023-03-13,屏東縣,30-49歲,93.50,89.60,0.80,79.50,19.30,0.00,0.00,0.00
6208,2023-03-13,屏東縣,50-64歲,90.20,87.10,0.90,78.90,29.50,0.00,0.00,0.00
6209,2023-03-13,屏東縣,65-74歲,90.20,87.60,1.10,81.50,50.70,12.50,0.00,0.00
6210,2023-03-13,屏東縣,75歲以上,82.10,77.90,1.00,69.90,44.40,11.90,0.00,0.00
6457,2023-03-06,屏東縣,全區,90.40,85.70,0.80,73.50,24.90,0.00,0.00,0.00
6458,2023-03-06,屏東縣,6個月-4歲,47.40,26.70,2.10,0.00,0.00,0.00,0.00,0.00
6459,2023-03-06,屏東縣,5-11歲,89.10,73.20,0.10,27.10,0.00,0.00,0.00,0.00
6460,2023-03-06,屏東縣,12-17歲,95.90,90.20,0.60,70.70,23.00,0.00,0.00,0.00
6461,2023-03-06,屏東縣,18-29歲,96.70,92.80,0.60,79.90,13.50,0.00,0.00,0.00
6462,2023-03-06,屏東縣,30-49歲,93.50,89.60,0.80,79.40,19.10,0.00,0.00,0.00
6463,2023-03-06,屏東縣,50-64歲,90.10,87.10,0.90,78.90,29.10,0.00,0.00,0.00
6464,2023-03-06,屏東縣,65-74歲,90.10,87.60,1.10,81.40,50.40,12.10,0.00,0.00
6465,2023-03-06,屏東縣,75歲以上,82.10,77.80,1.00,69.80,44.20,11.40,0.00,0.00
6712,2023-02-28,屏東縣,全區,90.40,85.70,0.80,73.50,24.80,0.00,0.00,0.00
6713,2023-02-28,屏東縣,6個月-4歲,47.50,26.40,2.00,0.00,0.00,0.00,0.00,0.00
6714,2023-02-28,屏東縣,5-11歲,89.10,73.10,0.10,26.90,0.00,0.00,0.00,0.00
6715,2023-02-28,屏東縣,12-17歲,96.00,90.30,0.60,70.80,23.00,0.00,0.00,0.00
6716,2023-02-28,屏東縣,18-29歲,96.80,92.80,0.60,79.90,13.30,0.00,0.00,0.00
6717,2023-02-28,屏東縣,30-49歲,93.50,89.60,0.80,79.40,18.90,0.00,0.00,0.00
6718,2023-02-28,屏東縣,50-64歲,90.10,87.00,0.90,78.80,28.90,0.00,0.00,0.00
6719,2023-02-28,屏東縣,65-74歲,90.10,87.60,1.10,81.40,50.20,11.70,0.00,0.00
6720,2023-02-28,屏東縣,75歲以上,81.90,77.70,1.00,69.60,43.90,11.10,0.00,0.00
6967,2023-02-20,屏東縣,全區,90.40,85.60,0.80,73.40,24.40,0.00,0.00,0.00
6968,2023-02-20,屏東縣,6個月-4歲,46.40,25.00,1.70,0.00,0.00,0.00,0.00,0.00
6969,2023-02-20,屏東縣,5-11歲,89.00,72.80,0.10,26.40,0.00,0.00,0.00,0.00
6970,2023-02-20,屏東縣,12-17歲,96.20,90.40,0.60,70.80,23.00,0.00,0.00,0.00
6971,2023-02-20,屏東縣,18-29歲,96.80,92.90,0.60,79.90,13.00,0.00,0.00,0.00
6972,2023-02-20,屏東縣,30-49歲,93.60,89.60,0.80,79.40,18.50,0.00,0.00,0.00
6973,2023-02-20,屏東縣,50-64歲,90.10,87.00,0.90,78.80,28.30,0.00,0.00,0.00
6974,2023-02-20,屏東縣,65-74歲,90.10,87.50,1.10,81.30,49.90,11.30,0.00,0.00
6975,2023-02-20,屏東縣,75歲以上,81.70,77.40,1.00,69.30,43.60,10.60,0.00,0.00
7222,2023-02-13,屏東縣,全區,90.40,85.60,0.80,73.40,24.10,0.00,0.00,0.00
7223,2023-02-13,屏東縣,6個月-4歲,45.40,23.80,1.40,0.00,0.00,0.00,0.00,0.00
7224,2023-02-13,屏東縣,5-11歲,88.90,72.60,0.10,26.10,0.00,0.00,0.00,0.00
7225,2023-02-13,屏東縣,12-17歲,96.30,90.40,0.60,70.90,23.00,0.00,0.00,0.00
