UID,發佈統計日期,縣市,年齡層,第1劑接種率,第2劑接種率,基礎加強劑接種率,第1次追加劑接種率,第2次追加劑接種率,第3次追加劑接種率,第4次追加劑接種率,第5次追加劑接種率
3979,2023-06-03,台東縣,全區,87.10,81.40,1.00,68.00,18.80,0.00,0.00,0.00
3980,2023-06-03,台東縣,6個月-4歲,33.00,18.00,1.90,0.00,0.00,0.00,0.00,0.00
3981,2023-06-03,台東縣,5-11歲,81.90,64.40,0.20,31.20,0.10,0.00,0.00,0.00
3982,2023-06-03,台東縣,12-17歲,95.00,87.60,0.00,68.80,21.40,0.00,0.00,0.00
3983,2023-06-03,台東縣,18-29歲,95.70,90.80,0.70,75.00,12.60,0.00,0.00,0.00
3984,2023-06-03,台東縣,30-49歲,91.10,86.20,1.10,73.90,16.10,0.00,0.00,0.00
3985,2023-06-03,台東縣,50-64歲,87.40,83.20,1.10,72.90,21.50,0.00,0.00,0.00
3986,2023-06-03,台東縣,65-74歲,86.00,82.70,1.30,74.10,33.00,8.10,0.00,0.00
3987,2023-06-03,台東縣,75歲以上,79.10,73.90,1.30,63.60,30.80,7.40,0.00,0.00
4234,2023-05-27,台東縣,全區,87.10,81.40,1.00,68.00,18.70,0.00,0.00,0.00
4235,2023-05-27,台東縣,6個月-4歲,33.00,17.90,1.90,0.00,0.00,0.00,0.00,0.00
4236,2023-05-27,台東縣,5-11歲,82.00,64.50,0.20,31.20,0.10,0.00,0.00,0.00
4237,2023-05-27,台東縣,12-17歲,95.10,87.70,0.00,68.90,21.40,0.00,0.00,0.00
4238,2023-05-27,台東縣,18-29歲,95.80,90.80,0.70,75.00,12.60,0.00,0.00,0.00
4239,2023-05-27,台東縣,30-49歲,91.10,86.20,1.10,73.90,16.10,0.00,0.00,0.00
4240,2023-05-27,台東縣,50-64歲,87.50,83.20,1.10,72.80,21.40,0.00,0.00,0.00
4241,2023-05-27,台東縣,65-74歲,85.90,82.60,1.30,74.00,32.90,8.00,0.00,0.00
4242,2023-05-27,台東縣,75歲以上,79.00,73.90,1.30,63.50,30.70,7.40,0.00,0.00
4489,2023-04-30,台東縣,全區,87.10,81.40,1.00,68.00,18.60,0.00,0.00,0.00
4490,2023-04-30,台東縣,6個月-4歲,33.50,17.70,1.80,0.00,0.00,0.00,0.00,0.00
4491,2023-04-30,台東縣,5-11歲,82.20,64.80,0.10,31.30,0.10,0.00,0.00,0.00
4492,2023-04-30,台東縣,12-17歲,95.10,87.90,0.00,69.20,21.60,0.00,0.00,0.00
4493,2023-04-30,台東縣,18-29歲,95.80,90.80,0.70,75.00,12.40,0.00,0.00,0.00
4494,2023-04-30,台東縣,30-49歲,91.10,86.20,1.10,73.90,16.00,0.00,0.00,0.00
4495,2023-04-30,台東縣,50-64歲,87.40,83.20,1.10,72.80,21.40,0.00,0.00,0.00
4496,2023-04-30,台東縣,65-74歲,85.90,82.50,1.30,73.90,32.70,7.90,0.00,0.00
4497,2023-04-30,台東縣,75歲以上,78.90,73.70,1.30,63.30,30.30,7.20,0.00,0.00
4744,2023-04-24,台東縣,全區,87.10,81.40,1.00,68.00,18.60,0.00,0.00,0.00
4745,2023-04-24,台東縣,6個月-4歲,33.60,17.70,1.80,0.00,0.00,0.00,0.00,0.00
4746,2023-04-24,台東縣,5-11歲,82.20,64.70,0.10,31.40,0.10,0.00,0.00,0.00
4747,2023-04-24,台東縣,12-17歲,95.30,88.10,0.10,69.30,21.70,0.00,0.00,0.00
4748,2023-04-24,台東縣,18-29歲,95.80,90.80,0.70,75.00,12.40,0.00,0.00,0.00
4749,2023-04-24,台東縣,30-49歲,91.10,86.20,1.10,73.90,16.00,0.00,0.00,0.00
4750,2023-04-24,台東縣,50-64歲,87.50,83.20,1.10,72.80,21.30,0.00,0.00,0.00
4751,2023-04-24,台東縣,65-74歲,85.80,82.50,1.30,73.80,32.50,7.80,0.00,0.00
4752,2023-04-24,台東縣,75歲以上,78.90,73.60,1.30,63.20,30.20,7.20,0.00,0.00
4999,2023-04-17,台東縣,全區,87.10,81.40,1.00,68.00,18.50,0.00,0.00,0.00
5000,2023-04-17,台東縣,6個月-4歲,33.40,17.50,1.60,0.00,0.00,0.00,0.00,0.00
5001,2023-04-17,台東縣,5-11歲,82.40,64.90,0.10,31.40,0.10,0.00,0.00,0.00
5002,2023-04-17,台東縣,12-17歲,95.40,88.20,0.10,69.50,21.70,0.00,0.00,0.00
5003,2023-04-17,台東縣,18-29歲,95.80,90.80,0.70,75.00,12.30,0.00,0.00,0.00
5004,2023-04-17,台東縣,30-49歲,91.20,86.30,1.10,73.90,15.90,0.00,0.00,0.00
5005,2023-04-17,台東縣,50-64歲,87.40,83.20,1.10,72.80,21.30,0.00,0.00,0.00
5006,2023-04-17,台東縣,65-74歲,85.80,82.40,1.30,73.80,32.30,7.70,0.00,0.00
5007,2023-04-17,台東縣,75歲以上,78.80,73.60,1.30,63.10,30.10,6.90,0.00,0.00
5254,2023-04-10,台東縣,全區,87.20,81.40,1.00,68.00,18.40,0.00,0.00,0.00
5255,2023-04-10,台東縣,6個月-4歲,33.50,17.40,1.60,0.00,0.00,0.00,0.00,0.00
5256,2023-04-10,台東縣,5-11歲,82.40,64.90,0.10,31.40,0.10,0.00,0.00,0.00
5257,2023-04-10,台東縣,12-17歲,95.50,88.20,0.10,69.60,21.80,0.00,0.00,0.00
5258,2023-04-10,台東縣,18-29歲,95.80,90.80,0.70,75.00,12.20,0.00,0.00,0.00
5259,2023-04-10,台東縣,30-49歲,91.20,86.30,1.10,73.90,15.90,0.00,0.00,0.00
5260,2023-04-10,台東縣,50-64歲,87.40,83.10,1.10,72.70,21.20,0.00,0.00,0.00
5261,2023-04-10,台東縣,65-74歲,85.80,82.40,1.30,73.80,32.20,7.50,0.00,0.00
5262,2023-04-10,台東縣,75歲以上,78.90,73.60,1.30,63.10,30.10,6.80,0.00,0.00
5509,2023-04-05,台東縣,全區,87.10,81.30,1.00,67.90,18.40,0.00,0.00,0.00
5510,2023-04-05,台東縣,6個月-4歲,33.50,17.30,1.60,0.00,0.00,0.00,0.00,0.00
5511,2023-04-05,台東縣,5-11歲,82.50,65.00,0.10,31.40,0.10,0.00,0.00,0.00
5512,2023-04-05,台東縣,12-17歲,94.90,87.70,0.10,69.10,21.60,0.00,0.00,0.00
5513,2023-04-05,台東縣,18-29歲,95.40,90.50,0.70,74.60,12.10,0.00,0.00,0.00
5514,2023-04-05,台東縣,30-49歲,91.00,86.20,1.10,73.80,15.80,0.00,0.00,0.00
5515,2023-04-05,台東縣,50-64歲,87.40,83.10,1.10,72.70,21.20,0.00,0.00,0.00
5516,2023-04-05,台東縣,65-74歲,85.90,82.60,1.30,73.90,32.20,7.40,0.00,0.00
5517,2023-04-05,台東縣,75歲以上,78.90,73.60,1.30,63.10,30.00,6.70,0.00,0.00
5764,2023-03-27,台東縣,全區,87.10,81.30,1.00,67.90,18.30,0.00,0.00,0.00
5765,2023-03-27,台東縣,6個月-4歲,33.40,17.10,1.50,0.00,0.00,0.00,0.00,0.00
5766,2023-03-27,台東縣,5-11歲,82.70,65.10,0.10,31.40,0.00,0.00,0.00,0.00
5767,2023-03-27,台東縣,12-17歲,94.90,87.70,0.10,69.20,21.60,0.00,0.00,0.00
5768,2023-03-27,台東縣,18-29歲,95.50,90.50,0.70,74.70,12.00,0.00,0.00,0.00
5769,2023-03-27,台東縣,30-49歲,91.00,86.10,1.10,73.70,15.70,0.00,0.00,0.00
5770,2023-03-27,台東縣,50-64歲,87.40,83.10,1.10,72.70,21.10,0.00,0.00,0.00
5771,2023-03-27,台東縣,65-74歲,85.90,82.60,1.30,73.90,32.10,7.20,0.00,0.00
5772,2023-03-27,台東縣,75歲以上,78.80,73.50,1.30,63.00,29.80,6.60,0.00,0.00
6019,2023-03-20,台東縣,全區,87.20,81.40,1.00,68.00,18.40,0.00,0.00,0.00
6020,2023-03-20,台東縣,6個月-4歲,33.50,17.40,1.60,0.00,0.00,0.00,0.00,0.00
6021,2023-03-20,台東縣,5-11歲,82.40,64.90,0.10,31.40,0.10,0.00,0.00,0.00
6022,2023-03-20,台東縣,12-17歲,95.50,88.20,0.10,69.60,21.80,0.00,0.00,0.00
6023,2023-03-20,台東縣,18-29歲,95.80,90.80,0.70,75.00,12.20,0.00,0.00,0.00
6024,2023-03-20,台東縣,30-49歲,91.20,86.30,1.10,73.90,15.90,0.00,0.00,0.00
6025,2023-03-20,台東縣,50-64歲,87.40,83.10,1.10,72.70,21.20,0.00,0.00,0.00
6026,2023-03-20,台東縣,65-74歲,85.80,82.40,1.30,73.80,32.20,7.50,0.00,0.00
6027,2023-03-20,台東縣,75歲以上,78.90,73.60,1.30,63.10,30.10,6.80,0.00,0.00
6274,2023-03-13,台東縣,全區,87.10,81.30,1.00,67.80,18.00,0.00,0.00,0.00
6275,2023-03-13,台東縣,6個月-4歲,33.40,16.80,1.30,0.00,0.00,0.00,0.00,0.00
6276,2023-03-13,台東縣,5-11歲,82.80,65.20,0.10,31.40,0.00,0.00,0.00,0.00
6277,2023-03-13,台東縣,12-17歲,95.30,88.10,0.10,69.30,21.50,0.00,0.00,0.00
6278,2023-03-13,台東縣,18-29歲,95.60,90.60,0.70,74.60,11.90,0.00,0.00,0.00
6279,2023-03-13,台東縣,30-49歲,91.10,86.20,1.10,73.70,15.40,0.00,0.00,0.00
6280,2023-03-13,台東縣,50-64歲,87.40,83.10,1.20,72.60,20.90,0.00,0.00,0.00
6281,2023-03-13,台東縣,65-74歲,85.90,82.50,1.30,73.80,31.70,6.70,0.00,0.00
6282,2023-03-13,台東縣,75歲以上,78.80,73.40,1.30,62.80,29.40,6.00,0.00,0.00
6529,2023-03-06,台東縣,全區,87.10,81.30,1.00,67.70,17.90,0.00,0.00,0.00
6530,2023-03-06,台東縣,6個月-4歲,33.40,16.60,1.20,0.00,0.00,0.00,0.00,0.00
6531,2023-03-06,台東縣,5-11歲,82.90,65.30,0.00,31.20,0.00,0.00,0.00,0.00
6532,2023-03-06,台東縣,12-17歲,95.30,88.10,0.10,69.40,21.50,0.00,0.00,0.00
6533,2023-03-06,台東縣,18-29歲,95.60,90.50,0.70,74.60,11.70,0.00,0.00,0.00
6534,2023-03-06,台東縣,30-49歲,91.10,86.20,1.10,73.70,15.20,0.00,0.00,0.00
6535,2023-03-06,台東縣,50-64歲,87.40,83.10,1.20,72.50,20.70,0.00,0.00,0.00
6536,2023-03-06,台東縣,65-74歲,85.80,82.50,1.30,73.70,31.40,6.40,0.00,0.00
6537,2023-03-06,台東縣,75歲以上,78.80,73.40,1.30,62.80,29.30,5.80,0.00,0.00
6784,2023-02-28,台東縣,全區,87.10,81.30,1.00,67.70,17.80,0.00,0.00,0.00
6785,2023-02-28,台東縣,6個月-4歲,33.50,16.70,1.20,0.00,0.00,0.00,0.00,0.00
6786,2023-02-28,台東縣,5-11歲,83.00,65.20,0.00,31.20,0.00,0.00,0.00,0.00
6787,2023-02-28,台東縣,12-17歲,95.60,88.40,0.10,69.60,21.60,0.00,0.00,0.00
6788,2023-02-28,台東縣,18-29歲,95.60,90.50,0.70,74.50,11.60,0.00,0.00,0.00
6789,2023-02-28,台東縣,30-49歲,91.10,86.20,1.10,73.60,15.10,0.00,0.00,0.00
6790,2023-02-28,台東縣,50-64歲,87.30,83.10,1.20,72.40,20.60,0.00,0.00,0.00
6791,2023-02-28,台東縣,65-74歲,85.80,82.40,1.30,73.60,31.30,6.30,0.00,0.00
6792,2023-02-28,台東縣,75歲以上,78.70,73.30,1.30,62.60,29.20,5.60,0.00,0.00
7039,2023-02-20,台東縣,全區,87.10,81.30,1.00,67.70,17.60,0.00,0.00,0.00
7040,2023-02-20,台東縣,6個月-4歲,33.60,16.60,1.10,0.00,0.00,0.00,0.00,0.00
7041,2023-02-20,台東縣,5-11歲,83.00,65.30,0.00,31.10,0.00,0.00,0.00,0.00
7042,2023-02-20,台東縣,12-17歲,95.70,88.60,0.10,69.60,21.70,0.00,0.00,0.00
7043,2023-02-20,台東縣,18-29歲,95.60,90.60,0.80,74.50,11.20,0.00,0.00,0.00
7044,2023-02-20,台東縣,30-49歲,91.10,86.20,1.10,73.60,14.80,0.00,0.00,0.00
7045,2023-02-20,台東縣,50-64歲,87.40,83.10,1.10,72.40,20.50,0.00,0.00,0.00
7046,2023-02-20,台東縣,65-74歲,85.80,82.40,1.30,73.60,31.20,6.10,0.00,0.00
7047,2023-02-20,台東縣,75歲以上,78.50,73.20,1.30,62.50,29.00,5.40,0.00,0.00
7294,2023-02-13,台東縣,全區,87.10,81.30,1.00,67.60,17.30,0.00,0.00,0.00
7295,2023-02-13,台東縣,6個月-4歲,33.60,16.10,1.00,0.00,0.00,0.00,0.00,0.00
7296,2023-02-13,台東縣,5-11歲,83.10,65.30,0.00,30.80,0.00,0.00,0.00,0.00
7297,2023-02-13,台東縣,12-17歲,95.80,88.60,0.10,69.70,21.60,0.00,0.00,0.00
7298,2023-02-13,台東縣,18-29歲,95.70,90.70,0.80,74.50,11.00,0.00,0.00,0.00
7299,2023-02-13,台東縣,30-49歲,91.10,86.20,1.10,73.60,14.50,0.00,0.00,0.00
7300,2023-02-13,台東縣,50-64歲,87.40,83.10,1.20,72.30,20.10,0.00,0.00,0.00
7301,2023-02-13,台東縣,65-74歲,85.70,82.40,1.30,73.40,30.70,5.70,0.00,0.00
7302,2023-02-13,台東縣,75歲以上,78.50,73.10,1.40,62.30,28.30,5.00,0.00,0.00
